U10,V10,U100,V100,WINDPOWER
4.829574411,0.727066066,6.042318874,0.773620018,0.362085062
4.801677203,1.109173298,6.050439955,1.293248225,0.414046159
4.856685783,1.668838086,6.224028058,2.132897979,0.40577398
4.326638819,1.761623506,5.704786451,2.401390633,0.341971851
2.86576809,2.181266659,4.970843769,4.084487006,0.283842072
0.599414577,3.395912166,1.106224419,6.733614525,0.065551104
-0.923930182,2.231876888,-1.627026856,5.305992979,0.038867421
-1.741200519,1.457540378,-2.972080872,4.000955959,0.120064759
-2.152586117,0.614036553,-4.338452725,2.551638037,0.180558018
-2.468492536,-0.110533232,-5.19218135,0.84359083,0.205256378
-3.058263102,-0.550842228,-6.051493218,-0.430528855,0.326254712
-3.548232386,-1.149308191,-6.598143472,-1.983446972,0.381264698
-3.583987963,-1.167021772,-6.481910503,-2.34794609,0.380342941
-3.40442424,-1.011395316,-6.410343478,-2.215598196,0.276515286
-3.234290559,-0.44540425,-5.924093762,-1.198038158,0.205315465
-3.591846332,0.475701926,-6.516425096,0.643441761,0.116531357
-4.256271399,1.611058074,-6.657021309,2.423629418,0.072960613
-4.533278894,2.147948258,-6.153514296,2.843996704,0.047872278
-4.15096926,2.611031857,-5.461192153,3.372303462,0.107940109
-4.299885345,2.648146026,-5.636810527,3.446071141,0.275664433
-0.222708894,1.703024376,-0.290259267,2.026705323,0.044256154
-0.444761092,1.707196557,-0.560803118,2.072227693,0
0.428854572,-1.845414938,0.571941229,-2.151411043,0.004336985
-0.293308083,-3.920657401,-0.312509603,-4.922519907,0.127249737
-1.58065866,-2.214652891,-1.891272037,-2.753143519,0.048935843
-1.416978976,-1.031422568,-1.66270041,-1.269218909,0.023280273
-1.554627674,-0.870793628,-1.833623441,-1.087652675,0.009063944
-1.738422211,0.318277747,-2.106190049,0.373249128,0.236123421
-2.152157124,0.946608095,-3.405811912,1.576190834,0.094231928
-3.154350083,0.395045864,-5.180781849,0.912715374,0.210361494
-3.154744492,0.922409449,-5.276357153,1.712234698,0.220571726
-4.258300532,2.025951129,-6.852085451,3.511153179,0.191500928
-4.863718159,1.962951207,-7.788116606,3.289820277,0.265855993
-4.664936085,2.550394188,-7.425031587,4.221720746,0.527989506
-4.593942487,2.950923493,-7.391150395,5.048448844,0.825267959
-4.328110903,2.93465199,-7.004803662,4.804093134,0.861263752
-4.096198483,3.137419951,-6.544120581,5.107052354,0.944765484
-4.21333792,3.388167985,-6.596206594,5.411581312,0.857753985
-4.070561906,3.134499425,-6.270542594,4.997170772,0.926625778
-4.298135828,2.62382456,-6.719594817,4.356194873,0.945344536
-4.354141889,2.844115678,-6.166370569,4.053758898,0.926696683
-4.354141889,3.218360248,-5.788114867,4.214918553,0.899859373
-3.916742444,3.822074732,-5.122627563,4.833918135,0.818153886
-2.841978252,4.368213128,-3.700628856,5.476987016,0.803594852
-3.686110008,3.361871537,-4.685386867,4.153056112,0.716299736
-3.154762811,3.542542327,-3.987055699,4.34169095,0.629028255
-3.019682147,3.32655861,-3.792983961,4.071757154,0.416303282
-2.586167457,3.463704164,-3.255470665,4.246576482,0.344583496
-2.330366864,3.856252518,-2.946373262,4.779004953,0.278559696
-2.180925464,4.169962709,-2.786100535,5.220038516,0.261826261
-2.320942631,4.391284427,-2.996526633,5.605810042,0.284314768
-2.964931844,4.291915492,-3.967975612,5.719522311,0.446213115
-2.688038921,3.113038585,-4.57417722,5.186562475,0.485482327
-2.537251203,2.377215729,-5.030463862,4.877307614,0.534831779
-3.074432449,2.813289319,-5.564706286,5.326311664,0.76836719
-2.837031547,2.680249918,-5.090974994,5.003241295,0.617281762
-2.737403948,2.300430643,-4.979220201,4.478251945,0.685397242
-2.939351785,1.702163957,-5.488931085,3.558457851,0.702248851
-2.744584316,1.181914204,-5.458402947,2.836331811,0.683979154
-2.753559775,0.904338171,-5.575064047,2.430368387,0.432398577
-2.719901802,0.696566762,-5.63666547,2.06585149,0.399841647
-2.711375116,0.595965981,-5.625217418,1.871902995,0.609470462
-2.989165585,0.467443351,-5.992100225,1.571681353,0.617305397
-3.260673232,0.44321704,-6.032986125,1.277304733,0.497926047
-3.878184839,0.208345013,-5.939766274,0.512138069,0.404757684
-4.018650779,0.14839516,-5.296494783,0.141244784,0.321775919
-3.462172296,0.072431304,-4.347396762,0.003089692,0.232129141
-2.087131913,0.390658265,-2.485180312,0.402676727,0.116070479
0.376248115,0.624708519,0.533776942,0.674255889,0
1.295855282,1.347024858,1.603915768,1.526193266,0
1.982205271,1.970952592,2.409686793,2.314469388,0
2.45473618,2.386584451,2.982483693,2.867448521,0.002918897
2.658373399,2.615517935,3.240793065,3.185130664,0.027369093
2.798142581,2.894365638,3.440721214,3.57708427,0.100506966
2.876357785,3.29175961,3.598791128,4.137552962,0.264626984
2.750472959,4.112464553,3.568498984,5.378323296,0.524184304
2.014602101,5.212017198,2.889954963,7.839267675,0.2546531
1.201904474,4.514657969,1.795031657,7.523457923,0.661277933
1.165805149,3.490936541,1.831932995,6.361952092,0.579584264
0.892283339,3.194810839,1.462919607,5.966253706,0.444972288
0.250826101,2.472494501,0.482004915,5.2179219,0.2621926
-0.132844932,2.112536193,-0.281907875,4.841571542,0.18431595
-0.898335749,1.73577983,-1.775035181,4.220562245,0.050058496
-1.347726065,1.354224024,-2.519671152,3.661341813,0.063329434
-1.534702057,1.021622547,-2.823694123,3.174520455,0.038536533
-1.65225627,0.914114999,-3.018114609,2.961068013,0.006121412
-1.705479634,0.931872942,-3.108991041,3.063425324,0.061864076
-1.883199388,0.775411064,-3.307817657,2.88242764,0.403965919
-2.172919613,1.239997254,-3.083655793,2.169047111,0.473038607
-2.224291729,2.022786588,-2.838014045,2.580972876,0.293272356
-1.778603908,2.196526465,-2.233823468,2.673968238,0.175204736
-0.855294246,2.255559627,-1.082722004,2.690195616,0.024166578
0.183725436,1.970084258,0.178845942,2.311956281,0
1.185387598,2.205240473,1.396188951,2.596616266,0
1.769890316,2.448999965,2.104068659,2.917168162,0
2.194242165,2.50539922,2.627537825,3.008135592,0.000354522
2.42823505,2.671729227,2.927496745,3.243908319,0.001039931
2.398506446,3.005345159,2.909989415,3.701220774,0.005565994
2.025939906,3.47517963,2.454798836,4.346037522,0.015480791
1.495619968,3.828869873,1.780183055,4.925877535,0.120927429
1.304302015,3.72419668,1.800608273,5.763149187,0.266198698
0.719319804,3.289253273,1.155171376,6.253259422,0.194384373
-0.599767132,2.831845756,-1.057171552,5.843596574,0.299015611
-2.417047935,2.309913667,-4.569725518,4.758175675,0.44618948
-3.680034118,1.405135788,-6.630921831,2.904791641,0.485576866
-4.189735832,0.63466461,-7.504537596,1.558844973,0.373725198
-4.421810742,0.135674591,-7.958561019,0.646695368,0.347301497
-4.536889209,-0.354234191,-8.187323464,-0.273498975,0.394263835
-4.589633507,-0.85226829,-8.283613779,-1.245674706,0.45885773
-4.499009214,-1.366075062,-8.205997949,-2.251885871,0.509022583
-4.564699839,-1.962568878,-8.171566867,-3.387431681,0.496897933
-4.557507435,-2.488324645,-7.926464248,-4.334854371,0.543198497
-4.833216264,-2.895068424,-7.519127037,-4.724714785,0.57855615
-4.778074498,-3.362035137,-6.412663784,-4.703674699,0.476855627
-4.234808231,-3.772602595,-5.40657589,-5.055786724,0.312428357
-3.229789613,-3.73818949,-3.959886858,-4.856524735,0.241913946
-1.659190612,-2.916929147,-1.885484214,-3.683389866,0.126339797
-1.30903556,-2.455310606,-1.452110601,-3.077361644,0.0813746
-1.448193307,-2.215839619,-1.642965179,-2.784437154,0.018151523
-1.266836099,-2.174569087,-1.425974464,-2.733012633,0.026979119
-1.176408682,-2.100180227,-1.315959564,-2.645786229,0.036314863
-1.170882562,-1.92949346,-1.303803222,-2.44529569,0.030902495
-1.425586452,-1.708874444,-1.60892742,-2.199239118,0.032899635
-2.747836235,-1.664037323,-3.449397686,-2.283210805,0.086928777
-4.142427951,-1.402147776,-6.932189832,-2.631465476,0.260668156
-4.94170584,-1.800586737,-8.676017174,-3.318210669,0.474125808
-5.089906328,-2.410982998,-8.905772049,-4.320663368,0.537526146
-5.112010808,-3.150795495,-8.875381192,-5.569823581,0.70633767
-4.806567089,-3.675084103,-8.336247399,-6.537776283,0.869772279
-4.463947654,-4.119888723,-7.616591919,-7.356662968,0.816605807
-4.329311278,-4.613097054,-7.166807244,-8.292719449,0.88143605
-4.389093848,-5.034973602,-7.069556503,-8.993785394,0.867621512
-4.247926603,-5.228588443,-6.737688351,-9.31144573,0.904101819
-4.221300753,-5.375328111,-6.606399851,-9.569219281,0.908805143
-4.335339773,-5.671355012,-6.70608186,-9.994285263,0.923541438
-4.269528709,-6.12482135,-6.55595103,-10.5208984,0.945261814
-3.924397401,-6.433076557,-5.737221358,-10.58989839,0.952931305
-3.602375323,-6.90437584,-4.864395961,-10.09322865,0.908332447
-2.917136454,-7.306890903,-3.770932947,-10.05612488,0.818567495
-2.22687384,-7.622788801,-2.773505039,-10.24750221,0.775008568
0.513238277,-6.458520706,0.802768629,-8.39280971,0.741659872
1.61117361,-6.097546838,2.182928454,-7.860129233,0.637004999
1.907330303,-5.434750281,2.553105632,-7.002643587,0.498717812
3.07930481,-4.748697705,3.984944213,-6.117224696,0.404284988
4.346874198,-3.526239983,5.604960875,-4.571801703,0.483756987
3.993548017,-2.939278272,5.166814898,-3.968963309,0.35500644
4.96027469,-2.610155039,6.576746181,-3.616874506,0.473239503
3.562433845,-2.026732289,5.627429899,-3.333644399,0.720223112
3.122884829,-1.699631318,6.545851272,-3.078997146,0.676628733
4.189892407,2.619921527,7.107576883,4.844949754,0.48029449
1.608361996,2.668961394,2.577259833,4.993060911,0.502062136
2.455595066,2.153284439,4.046172305,4.424002256,0.29938195
3.44059723,2.3701721,5.339826386,4.238863309,0.243343851
3.327664061,2.221030235,5.163444545,3.940692164,0.335791352
3.785019966,2.3863502,5.680232106,4.103094749,0.361163305
4.022601364,2.360566352,6.009403314,3.888723337,0.749175737
3.795329218,2.639638587,5.468461551,4.165457341,0.615485518
3.787831581,3.090097574,5.21905538,4.515597313,0.475378452
3.734879514,3.329230122,5.337017758,5.106742721,0.5567176
3.701140144,3.540050995,5.124685477,5.271094136,0.530199359
3.341722132,3.799406169,4.394442183,5.189243233,0.281785845
3.183803136,4.49304223,4.085493098,5.960330704,0.214296688
3.200204219,4.575954996,4.03269089,5.979819015,0.269519386
3.295330498,4.28778258,4.093357256,5.499756975,0.452346344
3.636090247,4.56552545,4.544785618,5.816279966,0.534997223
3.543519251,4.729623027,4.42545761,5.977382589,0.49264367
3.316431027,4.676762463,4.120770286,5.885490118,0.470580589
3.098382939,4.824772042,3.851456877,6.075672637,0.354072866
2.862977789,5.066551666,3.541581379,6.430447367,0.321078692
2.65216181,5.35383734,3.28075771,6.857921836,0.356389076
2.289833146,5.805680249,2.834574725,7.56049212,0.372413467
1.745255334,5.853024928,2.15964042,7.811742421,0.374316068
1.139927805,5.137338856,1.460651853,7.434285372,0.408633791
0.696961126,4.183550417,0.916365209,7.155118372,0.421278406
0.257972106,3.851678006,0.246619079,6.779987715,0.356743598
-0.937495522,3.224246093,-1.970617934,5.8628078,0.384514482
-2.666331192,2.39686335,-4.656205586,4.308778165,0.522080807
-3.326261144,1.818614745,-5.530177121,3.323551293,0.470249702
-3.559135056,1.148434723,-6.066445677,2.393576223,0.366209333
-3.582277805,0.421716881,-6.40933683,1.193739719,0.295824913
-3.611929452,0.151438519,-6.622051974,0.633660925,0.29048345
-3.65025963,0.14500332,-6.755529548,0.516178146,0.417284126
-3.695098706,-0.087123505,-6.877687469,0.039849451,0.526004183
-3.587701887,-0.339475242,-6.488102748,-0.466140737,0.646813439
-3.706308475,-0.238810341,-5.621677648,-0.437642439,0.52325073
-3.709201319,-0.151015839,-4.870807339,-0.318996464,0.333085168
-3.695821917,-0.072414479,-4.662337065,-0.220124818,0.236466125
-3.531291436,0.205678054,-4.372270959,0.140465891,0.183086941
-2.497212245,0.232728201,-3.02139622,0.154053741,0.030737051
-1.97720427,0.505743914,-2.353004718,0.472980722,0.058886092
-2.014444424,0.661500615,-2.397504818,0.657483933,0.042814431
-1.843478261,0.733551333,-2.187464346,0.740949672,0
-1.75951864,0.978311863,-2.083334112,1.052408665,0
-2.062856625,1.222719202,-2.467369975,1.362110484,0.001701705
-2.561874695,1.280995519,-3.122411447,1.454801383,0.01929781
-3.321235299,1.264748788,-4.234468945,1.504880826,0.052138358
-3.676370953,0.872001734,-6.122163186,1.335752882,0.165809905
-3.874420866,0.118647897,-7.407771075,0.373261129,0.460571253
-3.980386032,-0.115516939,-7.777121905,0.044230401,0.540492313
-3.984787141,-0.152248678,-7.879917135,0.040716054,0.654731095
-3.789445604,-0.567599879,-7.646736612,-0.66962131,0.60085558
-4.069085309,-0.655897328,-7.894602168,-1.027206106,0.48914572
-4.002391578,-0.769977633,-7.753536852,-1.372051394,0.500395883
-3.674678219,-1.186035213,-7.140770475,-2.26162045,0.403469588
-3.647255923,-1.497548614,-6.912039961,-3.072555995,0.399487125
-3.768455699,-1.689683864,-7.025960217,-3.493838328,0.359674313
-3.659105063,-2.00967382,-6.736264566,-4.143113915,0.386511622
-4.01085525,-2.37522526,-7.008160177,-4.773499888,0.360678791
-4.409663449,-2.773270161,-6.874659877,-4.979528474,0.348329611
-4.270859237,-3.325305814,-5.80309747,-4.827972265,0.319873317
-3.777596464,-4.145765712,-4.866370365,-5.59190342,0.244962834
-2.569999819,-4.338607342,-3.168691551,-5.661751064,0.289100814
-0.138440908,-3.154726031,-0.050258478,-3.922360108,0.297396627
0.74543876,-2.860603727,0.971100554,-3.541849646,0.067973671
1.49970113,-2.473409845,1.829543421,-3.07627192,0.008366717
1.844083262,-1.897252456,2.206949802,-2.399299492,0.030512521
2.185018127,-1.133340281,2.608938208,-1.498707128,0.018955106
2.776914145,-0.327928658,3.350254957,-0.546157511,0.025419222
3.695955953,0.63582552,4.592852212,0.668215903,0
4.379204589,1.564929674,5.829665461,2.052723847,0.022902116
3.781448214,1.67452045,6.270213906,2.791841223,0.172037674
2.447355267,1.359044061,5.260422886,2.98693561,0.053544628
1.710329241,1.221249777,4.178331793,3.002726539,0
0.800939785,1.817552529,1.835809427,2.47245694,0
-1.018528581,0.57982141,0.13531171,1.816878675,0
1.971976927,1.118911331,4.19471981,2.713395961,0.00345068
0.285917856,1.122134589,2.113441708,2.967069602,0.101960506
-0.983711168,-1.043491961,-0.582869016,-0.873691952,0.549201735
-1.143319704,-1.080559429,-0.99256943,-2.028976727,0.372307111
-1.592154075,-1.390798024,-2.156118605,-2.337663928,0.20129755
-1.733836815,-1.686531956,-2.101170549,-3.208711973,0.202975621
-1.567333741,-2.002814159,-0.737109172,-4.069062937,0.273750015
-0.524190264,-2.822327537,1.404900992,-4.235631773,0.225192328
1.310446084,-2.268732954,2.396857994,-3.223484133,0.161402016
3.03649347,-1.645838322,3.923353536,-2.158869856,0.333215159
4.296125416,-1.038254167,5.408879036,-1.428412022,0.480625377
5.6465802,-0.008651087,7.159000995,-0.078579557,0.568972241
6.01415246,0.581974236,7.629573454,0.654551553,0.554614103
6.218141334,0.964004127,7.917636595,1.147255154,0.587891894
6.739489822,0.997584831,8.632594752,1.279564337,0.705380461
6.567668424,1.387911131,8.521841234,1.758444591,0.686035381
5.738767479,1.88767102,7.402866722,2.393824886,0.668888337
5.213103842,2.529259999,6.771623666,3.248897668,0.596305882
4.908689676,3.225368239,6.552196508,4.301446844,0.56012101
3.880115007,3.676534874,5.745203737,5.53518061,0.510381584
2.817803716,4.02656433,4.545113973,6.792117853,0.457297834
1.676642879,3.307542197,2.858332692,5.98690786,0.263740679
0.789291276,2.862696636,1.367579938,5.545548121,0.148615592
-0.06903114,2.26575024,-0.166850259,4.924978555,0.077273963
-0.506038075,1.764410083,-0.918726256,4.222456287,0.044870659
-0.983450497,1.607963509,-1.646163683,3.663104403,0.011616502
-1.558149922,1.18879731,-2.321084183,2.640176686,0.019947767
-1.790383409,0.563011015,-2.500993654,1.932717508,0.022713038
-1.894731564,0.045078039,-3.162914915,1.422241031,0.022228525
-1.864525519,-0.495373761,-3.662085701,0.402769151,0.11511327
-2.191692291,-0.689746777,-3.763479766,-0.104251488,0.077297598
-2.602808329,-0.570831578,-4.074421569,-0.509571785,0.189208353
-2.466292698,-0.419915944,-3.142636101,-0.640893586,0.054088229
-1.869232955,-0.082528636,-2.249328382,-0.26075153,0.003852472
-0.963443896,0.299501255,-1.133473688,0.192456793,0
1.751595571,-1.003256549,2.129003695,-1.392254892,0
2.859687102,-0.007673676,3.442574334,-0.269182912,0
3.998941657,0.94921796,4.88477608,0.965130205,0.011072902
4.525104717,1.304245894,5.584154481,1.494916121,0.034766784
4.303355198,1.527078764,5.369059419,1.786460601,0.008827596
3.897579821,2.054426008,4.886479803,2.4613235,0.02456837
3.124736823,2.736179951,3.929413258,3.368402272,0.004986942
1.616446456,3.288246597,1.987594664,4.184170611,0.025643753
0.498185938,3.227701974,0.46318827,5.386965406,0.126800676
-0.118513907,2.914589548,-1.228608935,4.849763415,0.236017064
-0.872987123,3.082968084,-2.619273052,5.251622022,0.135025585
-3.189875957,2.478238365,-5.923218399,4.428901113,0.471915955
-4.162490341,1.856670791,-7.093676283,3.199686547,0.638671252
-4.699806483,1.702622344,-7.612034088,2.820076167,0.22559412
-6.544329479,-0.423604484,-10.38228812,-0.198730192,0.335661361
-6.549249956,-2.29762176,-10.60547587,-3.438164805,0.525507853
-6.33143682,-2.816370951,-10.23747164,-4.753127747,0.779841883
-6.29043284,-2.401873152,-10.25663853,-4.299356609,0.699625388
-6.289120713,-2.470299322,-10.06709932,-4.333655959,0.465380934
-5.866943744,-2.755468076,-9.362183814,-4.882445569,0.703383321
-5.942063034,-2.835358318,-9.492518644,-5.211533933,0.486392267
-5.795104773,-3.294995895,-8.868955928,-5.835874815,0.488531216
-5.029806507,-3.911189685,-6.760598385,-5.603658941,0.601363728
-3.368653306,-3.560102525,-4.225458162,-4.976537031,0.676014228
-4.992236783,-3.532956823,-6.467017992,-4.834097665,0.674359792
-3.907367615,-5.222762219,-4.744880415,-6.983436015,0.63114357
-3.249404366,-5.417962451,-4.015439976,-7.311541768,0.458148686
-0.460212336,-4.702503974,-0.451502687,-6.095202971,0.527083112
1.09594043,-2.460596228,1.343927949,-3.265632061,0.513300481
1.233841311,-1.951090539,1.581756444,-2.704958836,0.230675601
1.082003639,-2.733959265,1.417221007,-3.545695707,0.244123799
-0.374024285,-1.611971492,-0.405632201,-2.674386586,0.199914915
1.830189272,-1.381618676,3.62947475,-1.918269336,0.214426679
3.696252264,0.26228158,6.492391358,1.132950385,0.322614954
2.576907875,1.329265898,4.381850431,2.620071967,0.396402784
2.077383937,1.992202278,3.075538778,3.119600692,0.340920103
1.89180456,1.442167727,2.74347635,2.774571015,0.576866263
1.376510042,0.88220774,2.154638921,2.421352343,0.449498351
0.522698202,0.533990377,0.88671887,2.763652355,0.290920693
0.436143393,1.162601293,0.685287607,3.057364326,0.167972489
1.377977073,1.117523274,1.957196397,3.157270071,0.034896775
1.416853385,1.438445688,1.907835765,3.289931798,0.023918413
1.176993874,1.405774463,1.535387366,3.239705959,0
0.80400133,1.648120514,0.72168484,3.275191607,0
0.197750912,1.986826,0.006703577,3.05081313,0
0.089557401,2.609233519,-0.076062734,3.306309789,0
0.178312756,3.029823849,0.044596586,3.753974876,0.033998653
0.230392344,3.272997019,0.124371344,4.012747134,0.078455702
1.349503397,2.852475681,1.574314041,3.462770252,0.05303648
1.765303231,2.696769733,2.095073376,3.257822015,0.084754375
2.170687237,2.206436092,2.584222834,2.637788741,0.047021425
2.4735795,2.052731506,2.946932783,2.446849624,0.019829593
2.661897662,2.109970453,3.163380078,2.546988889,0.019191454
2.815635275,2.198830917,3.356253906,2.687598945,0.00776403
2.892712399,2.337725426,3.480014613,2.897216889,0
3.121443971,2.962950853,3.881299327,3.814035965,0.005329646
3.005203336,3.713861801,4.183468324,5.444282447,0.015043547
2.116108301,2.788432104,3.226064073,4.826843455,0.103272237
1.491991917,1.733314162,2.272410146,3.643332243,0.25501944
0.823295792,1.297417562,1.215354417,3.340839022,0.162938278
0.394163699,1.270199041,-0.354424238,2.612364782,0.156084187
-0.051633718,0.926765356,-0.890720632,1.826297494,0.112962503
-0.864901529,0.702612835,-1.251823298,1.303809203,0.357216294
-0.998224121,0.311146466,-1.152171821,0.879903609,0.498918708
-0.771575715,-0.039892394,-0.812499579,0.51981734,0.523924321
-0.270782728,-0.205204878,-0.213519191,0.369349014,0.533614587
-0.217037059,0.374389499,0.080077635,0.552505286,0.460571253
-0.826987917,-0.047897841,-0.319064036,0.472601417,0.367367438
-0.946561616,-0.108338967,-0.661415081,0.325765085,0.296439418
0.064606917,0.492069573,0.026501572,0.530194465,0.05885064
1.284092,0.754648241,1.508951244,0.799480883,0
2.119857999,0.640970891,2.514038191,0.635003437,0
2.958115353,0.796053535,3.540394953,0.872606556,0.015386252
3.339667344,0.767002183,4.018510919,0.832713086,0.034837688
3.369334453,0.691389076,4.055969406,0.737271747,0.085628863
3.415071247,0.780134986,4.124643298,0.852407331,0.082520887
3.305467759,1.123975644,4.010707067,1.304364993,0.033762305
2.850572081,1.115618406,3.444667708,1.306889896,0.071353447
2.616531551,0.962402372,3.159046745,1.123076947,0.04763593
2.821729058,1.182874275,3.573171129,1.496257632,0.032166956
2.21561353,1.111240805,4.168865123,2.204745453,0.001063566
2.143918016,1.024882677,4.062732744,2.643573619,0.010812919
2.537831302,1.012545801,2.99412535,2.494099353,0.064924782
0.425285885,0.412018541,1.044202999,1.984068918,0.01848241
-0.863997246,-0.077078876,-0.934853731,0.700913142,0
-1.634518005,-1.013885482,-2.342148277,-0.791304614,0
-1.792330546,-1.348970938,-3.312427142,-2.169901729,0.007716761
-2.117020577,-2.003621264,-3.653715579,-4.178714668,0.085215254
-2.215498898,-2.806314096,-2.988827435,-6.141069389,0.188121152
-2.175118666,-3.240094556,-2.367640859,-7.000546418,0.313787358
-2.280189679,-3.556475716,-2.512792496,-7.498962298,0.3761714
-2.096006374,-3.939714783,-2.06849322,-8.014042539,0.338485719
-1.682727058,-4.550589099,-1.297992952,-8.208460081,0.339301119
-0.630368759,-5.350496185,-0.272046614,-8.170081553,0.37467059
1.241131394,-6.574234637,1.878694848,-8.947751721,0.531948334
4.343404546,-6.948718501,5.855537552,-9.43707795,0.72255114
4.785132058,-3.393819761,6.226738558,-4.630629487,0.844695761
5.142549309,-4.478318838,6.691839251,-6.016368765,0.868117843
6.319663148,-5.035942502,8.193360272,-6.87847458,0.983644722
6.597818447,-3.906152084,8.597495064,-5.441451613,0.929036528
7.219606309,-4.991897711,9.56729286,-6.675499135,0.907209794
6.80901955,-5.070014886,9.259949294,-6.8369078,0.961439832
5.130733863,-3.887038307,6.921247025,-5.376672215,0.970503776
5.375412063,-1.633690224,7.958924382,-2.847036743,0.806159228
2.703151955,-3.057251082,4.30914097,-5.312972474,0.756703419
0.052061188,-3.382600805,0.887508304,-6.624215445,0.784320677
-0.24430959,-3.386340457,1.008811592,-6.652826345,0.985310975
0.928865767,-3.696316055,3.380196613,-6.501674418,0.959702674
1.691946675,-3.26043884,4.469412155,-5.792340016,0.637288616
1.763331663,-3.000325268,4.559289721,-5.562373154,0.28811997
2.930599297,-2.36458443,6.075266575,-4.244112416,0.393566609
1.933178704,-0.948918393,4.448671178,-2.048630669,0.305077936
1.959763458,-0.690051372,4.285257421,-2.089657621,0.057645265
2.247272651,-0.476891209,4.291542566,-1.384102017,0.037886577
1.934163324,-0.835482283,3.724622532,-2.110171097,0.07006535
1.761362422,-1.605019559,3.390881359,-3.025719915,0.015764408
2.794229354,-3.610719576,4.422902086,-5.974262157,0.332872455
3.020199765,-4.479565389,4.334281548,-6.653366174,0.008106735
3.924081408,-5.205057875,5.194089316,-7.216946932,0.084813462
4.654177528,-5.220847517,6.066467373,-7.14730908,0.146074851
4.745717237,-7.696473176,6.288784638,-10.37056472,0.690750523
5.386404765,-8.164855952,7.192546355,-11.09449924,0.989754316
6.14136574,-7.886001198,8.152697926,-10.76534837,0.956630151
6.376634603,-7.15585226,8.430075046,-9.771480531,0.954325758
6.465280549,-6.586103062,8.544886821,-9.057415603,0.965280486
6.530819732,-5.457479224,8.850712877,-7.59326174,0.973848099
6.461919565,-4.857048236,8.882209913,-6.710920281,0.906441663
6.181277422,-4.315650566,8.594672458,-6.072357726,0.497890595
5.043584422,-3.321405203,7.314978381,-4.749339018,0.175192919
3.581976613,-3.69075182,5.49932668,-5.950961754,0.089552239
3.725658668,-2.549699916,5.617186555,-4.243522466,0.308386807
3.859257773,-0.904534542,6.105898625,-1.74306152,0.009950249
3.910092652,-0.382944104,6.182609147,-0.866148336,0.01185285
4.104609586,1.475828672,6.060177121,1.959022162,0.177000981
3.282008813,2.395117255,4.637222333,3.366425876,0.258292859
2.597628497,2.72057726,3.493168715,3.771572597,0.135214663
2.387567012,2.974187503,3.137557022,4.114047414,0.179766252
2.676611615,3.026618411,3.60798049,4.313413158,0.235544368
2.619054768,3.29149159,3.619664875,4.725468593,0.097351721
2.161960978,3.447619182,2.974991677,4.956910508,0.038264733
1.977106872,3.59093033,2.546225579,4.742246898,0.083820801
2.107344992,3.329164168,2.639700652,4.245806458,0.09490552
2.627037105,2.870102442,3.239160363,3.593426475,0.062277685
3.682386003,2.678244157,4.574228262,3.346193214,0.131007669
3.44470748,2.389727239,4.209452919,2.982566501,0.173680292
4.049464995,2.19285973,5.013815431,2.766652416,0.357535364
4.594191433,1.998611301,5.798701854,2.538229454,0.161981069
4.738710692,1.819640839,6.132229894,2.401175677,0.246109122
4.273655128,1.049631337,5.490005829,1.428202634,0.547641838
3.9964746,0.968439859,5.060558047,1.386868955,0.512024202
4.162486467,1.818331299,5.28209857,2.533334677,0.565828813
4.171750522,2.821438916,5.426221635,3.789117101,0.697722787
3.573292564,3.735934327,4.990931026,5.284743636,0.38765791
2.280401038,3.979508762,3.628091635,6.561736764,0.218846386
1.852031131,4.024033121,2.967852188,6.736861034,0.280001418
1.771989695,3.681370162,2.795975695,6.26424305,0.33975018
1.823127279,3.271047638,2.91624055,5.879731064,0.517082048
2.007667256,3.094259742,3.229805597,5.601272597,0.352867492
2.082150259,3.008266618,3.344714527,5.432130832,0.392538495
1.821274468,2.850685308,2.92938691,5.219479932,0.438189102
1.374376451,2.651635233,2.275964094,5.035653835,0.387078857
0.888569403,2.337782154,1.551940452,4.776230614,0.413691637
0.528753504,1.963690236,1.045075213,4.409666147,0.256792049
0.486509413,2.106866606,0.927244869,4.317753098,0.184918637
1.043093842,3.710180041,1.289500141,4.955161934,0.16438
1.069403758,3.960302176,1.293395359,5.080794563,0.102114132
1.12350584,3.744664594,1.354745042,4.712598503,0.094976424
1.333614609,3.297238438,1.605986602,4.080628309,0.042046301
1.235496068,3.410324508,1.441577302,4.212057486,0.022760308
1.379682777,2.718431519,1.597839815,3.321200617,0
1.717730274,2.120986038,2.002603128,2.557757602,0.005353281
2.258870026,1.823779657,2.673229744,2.192677904,0.006854091
2.763083913,1.785220812,3.316184873,2.147432985,0.011403789
3.174103952,1.938156457,3.875040386,2.368977075,0.039694638
3.59347627,2.059898429,4.470791215,2.575959581,0.077143971
4.157035296,2.072462548,5.313957688,2.742897734,0.098498009
4.660809589,1.771790203,6.502203876,2.678410722,0.280332305
3.995264842,2.682905392,6.230914792,4.726393414,0.360406991
2.122156409,3.533366217,3.343313782,6.080620669,0.21837369
0.766889265,2.664709083,1.31190112,5.201205043,0.14540126
0.194098772,1.699004967,0.504544806,4.107006063,0.18831023
0.296524087,1.720667239,0.883264367,3.944228363,0.267002281
0.469284381,1.733664603,1.219120253,3.871940503,0.163422791
0.506210246,1.718934257,1.306475338,3.595790475,0.060859597
0.419170708,1.637050867,1.268494867,3.368525763,0.024332022
